DATA SET,DATE,PLAYER FULL NAME,POSITION,OWN TEAM,OPP TEAM,VENUE (R/H),MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS
2007-2008 Regular Season,01/17/2008,Larry Hughes,SG,Cleveland,San Antonio,R,30.1,2,7,0,1,0,0,0,3,3,3,4,2,2,1,4
2007-2008 Regular Season,01/17/2008,Daniel Gibson,PG,Cleveland,San Antonio,R,28.2,4,9,2,5,1,1,0,1,1,2,3,0,1,0,11
2007-2008 Regular Season,01/17/2008,Anderson Varejao,PF,Cleveland,San Antonio,R,32.5,6,9,0,0,0,0,6,8,14,0,1,1,2,0,12
2007-2008 Regular Season,01/17/2008,Damon Jones,PG,Cleveland,San Antonio,R,18.9,3,3,1,1,0,0,0,2,2,0,1,0,1,0,7
2007-2008 Regular Season,01/17/2008,Devin Brown,SG,Cleveland,San Antonio,R,16.0,1,3,0,0,2,2,0,1,1,4,4,1,0,0,4
2007-2008 Regular Season,01/17/2008,Bruce Bowen,SF,San Antonio,Cleveland,H,33.9,1,4,0,1,0,0,0,3,3,1,2,0,0,0,2
2007-2008 Regular Season,01/17/2008,Tim Duncan,PF,San Antonio,Cleveland,H,40.4,7,17,0,0,6,10,3,8,11,1,3,0,3,4,20
2007-2008 Regular Season,01/17/2008,Fabricio Oberto,C,San Antonio,Cleveland,H,18.0,0,0,0,0,0,0,0,3,3,1,3,2,1,1,0
2007-2008 Regular Season,01/17/2008,Michael Finley,SF,San Antonio,Cleveland,H,18.0,2,5,0,2,0,0,0,3,3,1,0,1,1,0,4
2007-2008 Regular Season,01/17/2008,Tony Parker,PG,San Antonio,Cleveland,H,37.7,10,21,0,1,3,5,0,3,3,6,1,2,4,0,23
2007-2008 Regular Season,01/17/2008,Robert Horry,PF,San Antonio,Cleveland,H,9.2,0,2,0,1,0,0,3,1,4,0,1,1,0,0,0
2007-2008 Regular Season,01/17/2008,Manu Ginobili,SG,San Antonio,Cleveland,H,34.6,10,15,4,6,7,8,1,3,4,4,3,2,4,0,31
2007-2008 Regular Season,01/17/2008,Jacque Vaughn,PG,San Antonio,Cleveland,H,10.3,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0
2007-2008 Regular Season,01/17/2008,Brent Barry,SG,San Antonio,Cleveland,H,15.4,2,6,2,6,0,0,0,1,1,2,0,1,0,0,6
2007-2008 Regular Season,01/17/2008,Ime Udoka,SF,San Antonio,Cleveland,H,13.2,1,3,0,1,0,0,2,1,3,0,2,0,2,0,2
2007-2008 Regular Season,01/17/2008,Francisco Elson,C,San Antonio,Cleveland,H,3.4,0,2,0,0,0,0,1,1,2,0,1,0,0,0,0
2007-2008 Regular Season,01/17/2008,Matt Bonner,C,San Antonio,Cleveland,H,5.9,0,1,0,1,0,0,1,1,2,0,0,0,0,0,0
2007-2008 Regular Season,01/17/2008,Andrei Kirilenko,SF,Utah,Denver,R,26.2,3,5,0,1,3,4,0,2,2,5,4,0,0,2,9
2007-2008 Regular Season,01/17/2008,Carlos Boozer,PF,Utah,Denver,R,33.4,9,18,0,0,0,3,3,8,11,2,3,0,3,1,18
2007-2008 Regular Season,01/17/2008,Mehmet Okur,PF,Utah,Denver,R,32.2,6,11,2,3,2,2,0,6,6,2,4,0,2,0,16
2007-2008 Regular Season,01/17/2008,Ronnie Brewer,SG,Utah,Denver,R,12.0,2,3,0,0,1,2,3,0,3,0,2,0,1,0,5
2007-2008 Regular Season,01/17/2008,Deron Williams,PG,Utah,Denver,R,34.8,10,18,1,4,2,2,1,4,5,12,2,1,5,0,23
2007-2008 Regular Season,01/17/2008,Kyle Korver,SF,Utah,Denver,R,24.6,6,11,4,8,0,0,0,3,3,3,6,0,1,1,16
2007-2008 Regular Season,01/17/2008,Jason Hart,PG,Utah,Denver,R,13.2,0,3,0,0,4,4,0,0,0,2,2,1,0,0,4
2007-2008 Regular Season,01/17/2008,Jarron Collins,C,Utah,Denver,R,7.7,0,1,0,0,0,0,1,3,4,1,0,0,0,0,0
2007-2008 Regular Season,01/17/2008,Matt Harpring,SF,Utah,Denver,R,18.0,2,7,0,0,3,4,1,3,4,1,2,1,4,0,7
2007-2008 Regular Season,01/17/2008,Paul Millsap,PF,Utah,Denver,R,22.8,1,8,0,0,1,2,2,1,3,4,3,2,2,1,3
2007-2008 Regular Season,01/17/2008,CJ Miles,SG,Utah,Denver,R,9.2,2,4,2,3,2,2,1,0,1,0,2,1,0,0,8
2007-2008 Regular Season,01/17/2008,Ronnie Price,PG,Utah,Denver,R,5.9,0,3,0,0,0,0,0,2,2,1,1,0,0,0,0
2007-2008 Regular Season,01/17/2008,Carmelo Anthony,SF,Denver,Utah,H,38.1,8,20,0,1,7,8,2,0,2,2,4,0,2,0,23
2007-2008 Regular Season,01/17/2008,Linas Kleiza,PF,Denver,Utah,H,41.7,13,21,4,8,11,14,3,6,9,2,3,1,2,0,41
2007-2008 Regular Season,01/17/2008,Marcus Camby,C,Denver,Utah,H,43.7,4,13,0,1,0,0,7,17,24,1,5,2,3,11,8
2007-2008 Regular Season,01/17/2008,Allen Iverson,SG,Denver,Utah,H,44.6,9,19,0,2,10,12,1,3,4,9,3,3,3,0,28
2007-2008 Regular Season,01/17/2008,Anthony Carter,PG,Denver,Utah,H,33.4,1,3,0,1,3,4,0,4,4,11,2,4,1,0,5
2007-2008 Regular Season,01/17/2008,J.R. Smith,SG,Denver,Utah,H,18.0,5,12,1,4,2,2,2,0,2,1,3,1,0,1,13
2007-2008 Regular Season,01/17/2008,Eduardo Najera,PF,Denver,Utah,H,18.3,1,2,0,0,0,0,1,3,4,1,1,0,1,1,2
2007-2008 Regular Season,01/17/2008,Yakhouba Diawara,SG,Denver,Utah,H,1.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-2008 Regular Season,01/17/2008,Von Wafer,SG,Denver,Utah,H,1.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-2008 Regular Season,01/17/2008,Shawn Marion,SF,Phoenix,LA Lakers,R,39.2,8,14,2,4,2,4,3,13,16,4,2,3,0,1,20
2007-2008 Regular Season,01/17/2008,Boris Diaw,SG,Phoenix,LA Lakers,R,41.7,9,13,1,2,0,0,1,5,6,5,3,0,6,2,19
2007-2008 Regular Season,01/17/2008,Amar'e Stoudemire,PF,Phoenix,LA Lakers,R,26.7,6,13,0,0,4,5,2,5,7,0,5,3,3,3,16
2007-2008 Regular Season,01/17/2008,Raja Bell,SG,Phoenix,LA Lakers,R,42.4,6,11,2,4,2,2,1,4,5,3,5,1,1,1,16
2007-2008 Regular Season,01/17/2008,Steve Nash,PG,Phoenix,LA Lakers,R,36.8,5,15,1,4,2,2,0,0,0,20,2,2,5,0,13
2007-2008 Regular Season,01/17/2008,Leandro Barbosa,PG,Phoenix,LA Lakers,R,30.8,8,12,3,4,3,3,0,2,2,5,2,2,4,0,22
2007-2008 Regular Season,01/17/2008,Brian Skinner,PF,Phoenix,LA Lakers,R,22.5,0,3,0,0,0,0,2,7,9,0,3,1,4,4,0
2007-2008 Regular Season,01/17/2008,Luke Walton,PF,LA Lakers,Phoenix,H,20.8,0,4,0,0,0,0,0,2,2,1,0,2,2,0,0
2007-2008 Regular Season,01/17/2008,Lamar Odom,SF,LA Lakers,Phoenix,H,44.9,7,20,0,1,5,6,13,6,19,5,2,1,2,1,19
2007-2008 Regular Season,01/17/2008,Kwame Brown,PF,LA Lakers,Phoenix,H,25.2,3,8,0,0,2,4,2,4,6,0,5,1,7,0,8
2007-2008 Regular Season,01/17/2008,Kobe Bryant,SG,LA Lakers,Phoenix,H,39.2,10,22,4,10,6,8,2,5,7,4,2,2,2,0,30
2007-2008 Regular Season,01/17/2008,Derek Fisher,PG,LA Lakers,Phoenix,H,24.7,1,6,1,2,0,0,0,2,2,1,3,1,3,0,3
2007-2008 Regular Season,01/17/2008,Ronny Turiaf,C,LA Lakers,Phoenix,H,25.9,4,7,0,0,1,3,1,3,4,0,2,0,2,0,9
2007-2008 Regular Season,01/17/2008,Jordan Farmar,PG,LA Lakers,Phoenix,H,23.3,6,12,3,7,1,2,1,2,3,4,3,4,2,0,16
2007-2008 Regular Season,01/17/2008,Trevor Ariza,SF,LA Lakers,Phoenix,H,18.6,1,5,0,2,0,0,4,2,6,2,1,1,0,0,2
2007-2008 Regular Season,01/17/2008,Javaris Crittenton,SG,LA Lakers,Phoenix,H,2.9,0,2,0,0,1,2,0,0,0,0,0,0,1,0,1
2007-2008 Regular Season,01/17/2008,Sasha Vujacic,SG,LA Lakers,Phoenix,H,14.6,4,9,2,5,0,0,0,2,2,1,2,1,0,0,10
2007-2008 Regular Season,01/18/2008,Marvin Williams,PF,Atlanta,Toronto,R,42.1,5,15,0,0,3,4,3,6,9,1,3,0,1,1,13
2007-2008 Regular Season,01/18/2008,Josh Smith,SF,Atlanta,Toronto,R,38.5,11,16,0,0,2,2,2,7,9,7,3,2,4,2,24
2007-2008 Regular Season,01/18/2008,Al Horford,C,Atlanta,Toronto,R,38.3,4,11,0,0,0,1,2,7,9,4,3,0,2,2,8
2007-2008 Regular Season,01/18/2008,Joe Johnson,SG,Atlanta,Toronto,R,42.3,8,18,5,11,4,6,0,4,4,7,3,0,1,0,25
2007-2008 Regular Season,01/18/2008,Anthony Johnson,PG,Atlanta,Toronto,R,15.5,0,3,0,0,0,0,0,0,0,1,3,1,1,0,0
2007-2008 Regular Season,01/18/2008,Acie Law,PG,Atlanta,Toronto,R,17.6,0,3,0,0,0,0,0,1,1,1,1,0,1,0,0
2007-2008 Regular Season,01/18/2008,Lorenzen Wright,C,Atlanta,Toronto,R,6.6,1,2,0,0,0,0,1,0,1,0,1,0,0,0,2
2007-2008 Regular Season,01/18/2008,Josh Childress,SG,Atlanta,Toronto,R,21.6,0,3,0,0,0,0,0,3,3,0,0,0,2,1,0
2007-2008 Regular Season,01/18/2008,Solomon Jones,PF,Atlanta,Toronto,R,4.8,0,0,0,0,1,2,0,1,1,0,1,0,0,0,1
2007-2008 Regular Season,01/18/2008,Mario West,SG,Atlanta,Toronto,R,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-2008 Regular Season,01/18/2008,Tyronn Lue,PG,Atlanta,Toronto,R,12.5,2,4,1,3,0,0,1,0,1,3,2,1,1,0,5
2007-2008 Regular Season,01/18/2008,Jamario Moon,SF,Toronto,Atlanta,H,38.5,3,6,0,1,3,4,0,5,5,2,3,5,0,3,9
2007-2008 Regular Season,01/18/2008,Chris Bosh,C,Toronto,Atlanta,H,42.6,12,18,0,0,11,14,1,8,9,3,2,1,1,1,35
2007-2008 Regular Season,01/18/2008,Andrea Bargnani,PF,Toronto,Atlanta,H,14.4,0,3,0,1,2,2,0,2,2,1,4,0,0,0,2
2007-2008 Regular Season,01/18/2008,Anthony Parker,SG,Toronto,Atlanta,H,42.0,7,12,4,6,0,0,2,3,5,2,2,1,0,0,18
2007-2008 Regular Season,01/18/2008,Jose Calderon,SG,Toronto,Atlanta,H,39.7,5,11,1,4,2,2,1,5,6,9,2,1,1,0,13
2007-2008 Regular Season,01/18/2008,Rasho Nesterovic,C,Toronto,Atlanta,H,10.9,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
2007-2008 Regular Season,01/18/2008,Carlos Delfino,SG,Toronto,Atlanta,H,21.9,0,7,0,4,0,2,0,4,4,1,3,0,2,0,0
2007-2008 Regular Season,01/18/2008,Jason Kapono,SF,Toronto,Atlanta,H,6.3,2,2,0,0,0,0,0,1,1,1,0,1,0,0,4
2007-2008 Regular Season,01/18/2008,Juan Dixon,PG,Toronto,Atlanta,H,8.3,1,2,0,0,0,0,0,0,0,2,1,0,1,0,2
2007-2008 Regular Season,01/18/2008,Kris Humphries,PF,Toronto,Atlanta,H,9.9,2,5,0,0,0,0,0,1,1,0,0,0,1,0,4
2007-2008 Regular Season,01/18/2008,Joey Graham,SF,Toronto,Atlanta,H,5.5,0,1,0,0,2,2,0,0,0,0,0,0,1,0,2
2007-2008 Regular Season,01/18/2008,Quentin Richardson,SG,New York,Washington,R,38.4,8,16,5,10,0,0,2,4,6,1,3,2,0,0,21
2007-2008 Regular Season,01/18/2008,Zach Randolph,PF,New York,Washington,R,34.0,6,14,0,0,4,5,2,5,7,1,2,1,3,0,16
2007-2008 Regular Season,01/18/2008,Eddy Curry,C,New York,Washington,R,28.5,5,9,0,0,7,8,1,4,5,1,2,0,0,0,17
2007-2008 Regular Season,01/18/2008,Fred Jones,SG,New York,Washington,R,18.6,0,3,0,1,0,0,0,0,0,5,1,0,0,0,0
2007-2008 Regular Season,01/18/2008,Jamal Crawford,PG,New York,Washington,R,37.6,8,16,1,6,2,3,0,0,0,4,1,0,4,0,19
2007-2008 Regular Season,01/18/2008,Nate Robinson,PG,New York,Washington,R,33.2,3,11,2,6,2,2,0,1,1,9,2,0,2,0,10
2007-2008 Regular Season,01/18/2008,Jared Jeffries,SF,New York,Washington,R,13.8,2,6,0,1,3,5,4,2,6,2,1,0,1,2,7
2007-2008 Regular Season,01/18/2008,David Lee,SF,New York,Washington,R,19.5,1,2,0,0,2,2,1,3,4,1,1,0,3,0,4
2007-2008 Regular Season,01/18/2008,Renaldo Balkman,SF,New York,Washington,R,12.6,0,1,0,1,0,0,0,2,2,1,1,2,1,1,0
2007-2008 Regular Season,01/18/2008,Jerome James,C,New York,Washington,R,2.8,1,1,0,0,2,2,0,1,1,0,0,0,0,0,4
2007-2008 Regular Season,01/18/2008,Mardy Collins,SF,New York,Washington,R,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-2008 Regular Season,01/18/2008,Caron Butler,SF,Washington,New York,H,39.7,9,20,0,1,4,4,1,4,5,5,2,3,3,0,22
2007-2008 Regular Season,01/18/2008,Antawn Jamison,SF,Washington,New York,H,40.2,14,20,2,4,2,2,0,5,5,2,2,0,1,2,32
2007-2008 Regular Season,01/18/2008,Brendan Haywood,C,Washington,New York,H,27.2,5,5,0,0,1,2,2,6,8,0,4,2,4,0,11
2007-2008 Regular Season,01/18/2008,DeShawn Stevenson,SG,Washington,New York,H,27.6,3,8,0,3,2,2,1,3,4,4,1,1,1,0,8
2007-2008 Regular Season,01/18/2008,Antonio Daniels,SG,Washington,New York,H,30.6,3,7,0,0,2,2,0,3,3,7,1,0,2,0,8
2007-2008 Regular Season,01/18/2008,Roger Mason Jr.,,Washington,New York,H,21.8,4,7,2,4,0,0,0,3,3,3,3,1,1,0,10
2007-2008 Regular Season,01/18/2008,Darius Songaila,PF,Washington,New York,H,9.5,0,0,0,0,0,0,1,4,5,0,2,1,2,0,0
2007-2008 Regular Season,01/18/2008,Nick Young,SG,Washington,New York,H,18.9,5,6,1,1,1,1,0,1,1,2,2,1,3,1,12
2007-2008 Regular Season,01/18/2008,Andray Blatche,PF,Washington,New York,H,13.7,0,3,0,0,0,0,1,1,2,0,2,0,1,1,0
2007-2008 Regular Season,01/18/2008,Oleksiy Pecherov,C,Washington,New York,H,9.8,3,5,0,1,2,2,1,3,4,0,1,0,0,0,8
2007-2008 Regular Season,01/18/2008,Dominic McGuire,SG,Washington,New York,H,1.2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2007-2008 Regular Season,01/18/2008,Martell Webster,SF,Portland,Miami,R,23.0,2,8,1,3,3,4,0,3,3,0,1,0,0,0,8
2007-2008 Regular Season,01/18/2008,LaMarcus Aldridge,C,Portland,Miami,R,35.8,6,13,0,1,2,2,1,6,7,0,3,0,1,2,14
2007-2008 Regular Season,01/18/2008,Joel Przybilla,C,Portland,Miami,R,17.3,1,1,0,0,2,2,4,5,9,0,4,0,1,1,4
2007-2008 Regular Season,01/18/2008,Brandon Roy,SG,Portland,Miami,R,38.8,8,13,1,3,7,7,2,2,4,5,1,0,2,0,24
2007-2008 Regular Season,01/18/2008,Steve Blake,PG,Portland,Miami,R,20.1,1,3,1,1,0,0,0,2,2,2,1,0,2,0,3
2007-2008 Regular Season,01/18/2008,Channing Frye,C,Portland,Miami,R,11.5,2,7,0,0,0,0,1,4,5,0,4,1,0,0,4
2007-2008 Regular Season,01/18/2008,Jarrett Jack,SG,Portland,Miami,R,27.9,2,5,0,2,6,7,0,5,5,3,2,0,4,0,10
2007-2008 Regular Season,01/18/2008,Travis Outlaw,PF,Portland,Miami,R,27.9,6,12,1,2,5,8,3,5,8,3,1,1,1,0,18
2007-2008 Regular Season,01/18/2008,Sergio Rodriguez,PG,Portland,Miami,R,9.2,1,5,0,3,0,0,0,1,1,0,1,0,1,0,2
2007-2008 Regular Season,01/18/2008,James Jones,SF,Portland,Miami,R,25.0,4,7,3,6,0,1,0,3,3,0,0,2,0,0,11
2007-2008 Regular Season,01/18/2008,Raef LaFrentz,C,Portland,Miami,R,3.5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2007-2008 Regular Season,01/18/2008,Dorell Wright,SF,Miami,Portland,H,19.6,1,3,0,0,0,0,0,3,3,0,2,1,3,1,2
2007-2008 Regular Season,01/18/2008,Udonis Haslem,PF,Miami,Portland,H,42.7,2,7,0,0,3,3,2,8,10,3,2,0,0,0,7
2007-2008 Regular Season,01/18/2008,Shaquille O'Neal,C,Miami,Portland,H,36.9,9,17,0,0,2,5,6,5,11,1,4,0,1,2,20
2007-2008 Regular Season,01/18/2008,Dwyane Wade,PG,Miami,Portland,H,41.4,14,29,2,2,7,7,2,3,5,3,4,1,2,1,37
2007-2008 Regular Season,01/18/2008,Jason Williams,PG,Miami,Portland,H,37.0,2,12,2,8,0,0,1,0,1,6,1,2,3,0,6
2007-2008 Regular Season,01/18/2008,Mark Blount,C,Miami,Portland,H,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-2008 Regular Season,01/18/2008,Ricky Davis,SG,Miami,Portland,H,34.3,5,11,3,7,1,1,1,5,6,2,3,1,2,0,14
2007-2008 Regular Season,01/18/2008,Daequan Cook,SG,Miami,Portland,H,17.4,1,3,1,2,2,2,0,1,1,2,1,0,0,0,5
2007-2008 Regular Season,01/18/2008,Chris Quinn,PG,Miami,Portland,H,7.7,0,2,0,1,0,0,0,0,0,1,1,1,0,0,0
2007-2008 Regular Season,01/18/2008,Andre Iguodala,SG,Philadelphia,Boston,R,39.8,8,20,0,2,1,2,1,4,5,6,2,4,4,1,17
2007-2008 Regular Season,01/18/2008,Reggie Evans,PF,Philadelphia,Boston,R,24.7,3,5,1,1,1,4,4,3,7,1,4,1,4,1,8
2007-2008 Regular Season,01/18/2008,Samuel Dalembert,C,Philadelphia,Boston,R,32.5,4,9,0,0,4,6,6,4,10,1,5,1,3,1,12
2007-2008 Regular Season,01/18/2008,Willie Green,SG,Philadelphia,Boston,R,32.9,3,6,1,2,1,3,0,1,1,1,0,0,3,0,8
2007-2008 Regular Season,01/18/2008,Andre Miller,PG,Philadelphia,Boston,R,34.2,4,11,0,0,4,8,3,4,7,4,3,2,2,0,12
2007-2008 Regular Season,01/18/2008,Jason Smith,PF,Philadelphia,Boston,R,17.7,4,5,0,0,2,2,2,1,3,1,2,1,1,0,10
2007-2008 Regular Season,01/18/2008,Lou Williams,SG,Philadelphia,Boston,R,22.1,3,8,0,2,3,4,0,0,0,4,3,1,4,0,9
2007-2008 Regular Season,01/18/2008,Thaddeus Young,PF,Philadelphia,Boston,R,19.8,2,4,0,1,3,4,1,2,3,2,3,0,2,0,7
2007-2008 Regular Season,01/18/2008,Rodney Carney,SF,Philadelphia,Boston,R,16.3,3,7,0,2,0,0,1,2,3,0,3,0,0,1,6
2007-2008 Regular Season,01/18/2008,Paul Pierce,SF,Boston,Philadelphia,H,30.2,7,9,3,3,5,5,0,0,0,3,4,1,4,1,22
2007-2008 Regular Season,01/18/2008,Kevin Garnett,PF,Boston,Philadelphia,H,37.1,5,12,0,0,1,2,2,4,6,8,2,0,1,2,11
2007-2008 Regular Season,01/18/2008,Kendrick Perkins,C,Boston,Philadelphia,H,22.2,3,5,0,0,2,2,4,3,7,3,4,0,1,0,8
2007-2008 Regular Season,01/18/2008,Ray Allen,SG,Boston,Philadelphia,H,38.1,9,14,5,9,0,0,0,2,2,6,3,4,3,1,23
2007-2008 Regular Season,01/18/2008,Eddie House,PG,Boston,Philadelphia,H,34.2,6,11,3,4,0,0,0,4,4,4,3,1,2,1,15
2007-2008 Regular Season,01/18/2008,Tony Allen,SG,Boston,Philadelphia,H,19.7,4,6,1,1,3,4,0,0,0,2,5,0,2,0,12
2007-2008 Regular Season,01/18/2008,Glen Davis,C,Boston,Philadelphia,H,8.9,1,2,0,0,0,0,0,1,1,1,3,0,0,0,2
2007-2008 Regular Season,01/18/2008,Gabe Pruitt,PG,Boston,Philadelphia,H,9.3,1,3,1,2,0,0,0,1,1,1,0,0,2,0,3
2007-2008 Regular Season,01/18/2008,James Posey,SF,Boston,Philadelphia,H,20.2,3,5,1,3,1,2,0,3,3,3,1,0,1,0,8
2007-2008 Regular Season,01/18/2008,Brian Scalabrine,PF,Boston,Philadelphia,H,5.2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2
2007-2008 Regular Season,01/18/2008,Leon Powe,C,Boston,Philadelphia,H,14.9,4,6,0,0,2,4,4,2,6,0,4,0,0,1,10
2007-2008 Regular Season,01/18/2008,Francisco Garcia,SF,Sacramento,Detroit,R,27.6,2,7,0,3,1,2,1,0,1,7,2,2,1,1,5
2007-2008 Regular Season,01/18/2008,Mikki Moore,C,Sacramento,Detroit,R,33.4,3,5,0,0,0,0,0,5,5,1,3,1,1,0,6
2007-2008 Regular Season,01/18/2008,Brad Miller,C,Sacramento,Detroit,R,38.9,6,8,0,1,5,6,2,7,9,5,2,1,1,0,17
2007-2008 Regular Season,01/18/2008,John Salmons,PG,Sacramento,Detroit,R,20.2,0,2,0,1,0,0,0,3,3,2,1,0,2,0,0
2007-2008 Regular Season,01/18/2008,Beno Udrih,PG,Sacramento,Detroit,R,25.1,5,7,0,1,2,2,1,5,6,3,2,1,2,0,12
2007-2008 Regular Season,01/18/2008,Kevin Martin,PG,Sacramento,Detroit,R,31.1,8,14,2,4,6,6,1,6,7,0,5,1,0,0,24
2007-2008 Regular Season,01/18/2008,Mike Bibby,PG,Sacramento,Detroit,R,29.8,6,13,2,5,2,2,0,5,5,4,3,0,4,0,16
2007-2008 Regular Season,01/18/2008,Metta World Peace,SF,Sacramento,Detroit,R,29.0,5,13,3,8,5,8,0,2,2,3,3,2,1,0,18
2007-2008 Regular Season,01/18/2008,Spencer Hawes,C,Sacramento,Detroit,R,4.9,1,2,0,0,0,0,0,2,2,0,1,0,0,0,2
2007-2008 Regular Season,01/18/2008,Tayshaun Prince,SF,Detroit,Sacramento,H,38.4,5,11,1,2,4,5,2,2,4,3,1,0,2,1,15
2007-2008 Regular Season,01/18/2008,Antonio McDyess,PF,Detroit,Sacramento,H,35.4,7,13,0,0,0,4,3,8,11,0,5,1,0,0,14
2007-2008 Regular Season,01/18/2008,Rasheed Wallace,PF,Detroit,Sacramento,H,34.5,3,12,1,6,0,2,5,2,7,4,4,1,0,1,7
2007-2008 Regular Season,01/18/2008,Richard Hamilton,SG,Detroit,Sacramento,H,42.9,10,15,1,2,3,3,1,2,3,5,2,2,5,1,24
2007-2008 Regular Season,01/18/2008,Chauncey Billups,SG,Detroit,Sacramento,H,40.4,7,14,3,6,11,11,1,7,8,10,2,2,0,0,28
2007-2008 Regular Season,01/18/2008,Jason Maxiell,PF,Detroit,Sacramento,H,21.0,2,5,0,0,1,5,4,3,7,0,2,2,1,2,5
2007-2008 Regular Season,01/18/2008,Rodney Stuckey,PG,Detroit,Sacramento,H,10.4,0,4,0,1,0,0,0,0,0,1,2,0,0,0,0
2007-2008 Regular Season,01/18/2008,Jarvis Hayes,SF,Detroit,Sacramento,H,10.2,0,5,0,1,0,0,1,1,2,0,0,0,2,0,0
2007-2008 Regular Season,01/18/2008,Arron Afflalo,SG,Detroit,Sacramento,H,2.3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-2008 Regular Season,01/18/2008,Walter Herrmann,PF,Detroit,Sacramento,H,4.6,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
2007-2008 Regular Season,01/18/2008,Jeff Green,SF,Seattle,Memphis,R,19.0,2,6,0,1,0,0,1,3,4,0,0,0,1,1,4
2007-2008 Regular Season,01/18/2008,Kurt Thomas,PF,Seattle,Memphis,R,21.4,1,4,0,0,0,2,1,7,8,1,2,1,0,1,2
2007-2008 Regular Season,01/18/2008,Nick Collison,C,Seattle,Memphis,R,24.4,6,12,0,0,0,1,4,2,6,0,1,0,1,2,12
2007-2008 Regular Season,01/18/2008,Kevin Durant,SG,Seattle,Memphis,R,28.4,8,18,2,4,4,4,3,0,3,0,1,0,3,0,22
2007-2008 Regular Season,01/18/2008,Earl Watson,PG,Seattle,Memphis,R,20.8,3,8,0,3,0,0,0,1,1,8,2,0,2,0,6
2007-2008 Regular Season,01/18/2008,Wally Szczerbiak,SF,Seattle,Memphis,R,26.8,8,16,2,7,1,2,0,5,5,2,1,0,1,0,19
2007-2008 Regular Season,01/18/2008,Damien Wilkins,SF,Seattle,Memphis,R,28.0,4,10,0,3,0,0,1,3,4,1,1,1,0,0,8
2007-2008 Regular Season,01/18/2008,Chris Wilcox,PF,Seattle,Memphis,R,24.0,5,9,0,0,3,6,3,1,4,1,2,0,0,1,13
2007-2008 Regular Season,01/18/2008,Luke Ridnour,PG,Seattle,Memphis,R,27.2,4,10,0,0,0,0,0,5,5,6,3,0,1,0,8
2007-2008 Regular Season,01/18/2008,Johan Petro,C,Seattle,Memphis,R,11.3,0,3,0,0,2,2,2,5,7,0,0,1,2,2,2
2007-2008 Regular Season,01/18/2008,Mickael Gelabale,SF,Seattle,Memphis,R,8.8,2,3,0,1,0,0,0,0,0,0,0,0,0,0,4
2007-2008 Regular Season,01/18/2008,Mike Miller,SF,Memphis,Seattle,H,28.8,9,17,6,9,1,3,1,3,4,0,1,0,3,0,25
2007-2008 Regular Season,01/18/2008,Pau Gasol,C,Memphis,Seattle,H,32.3,11,19,0,1,2,3,5,7,12,5,1,0,2,4,24
2007-2008 Regular Season,01/18/2008,Darko Milicic,C,Memphis,Seattle,H,19.0,3,7,0,0,0,0,1,3,4,2,2,0,1,5,6
2007-2008 Regular Season,01/18/2008,Bobby Jones,SF,Memphis,Seattle,H,40.4,8,13,2,4,2,3,5,8,13,7,4,3,1,1,20
2007-2008 Regular Season,01/18/2008,Mike Conley,PG,Memphis,Seattle,H,29.5,3,8,1,3,0,0,0,3,3,8,1,1,0,0,7
2007-2008 Regular Season,01/18/2008,Hakim Warrick,PF,Memphis,Seattle,H,13.6,3,6,0,0,2,4,2,2,4,1,4,0,0,0,8
2007-2008 Regular Season,01/18/2008,Kyle Lowry,PG,Memphis,Seattle,H,18.5,2,7,1,4,0,0,0,1,1,2,0,1,1,0,5
2007-2008 Regular Season,01/18/2008,Juan Carlos Navarro,SG,Memphis,Seattle,H,26.8,9,12,3,5,0,0,0,4,4,5,0,1,3,0,21
2007-2008 Regular Season,01/18/2008,Stromile Swift,PF,Memphis,Seattle,H,14.9,3,5,0,0,0,0,0,4,4,1,2,0,1,1,6
2007-2008 Regular Season,01/18/2008,Andre Brown,PF,Memphis,Seattle,H,10.2,1,4,0,0,0,0,1,3,4,1,1,0,1,0,2
2007-2008 Regular Season,01/18/2008,Brian Cardinal,PF,Memphis,Seattle,H,6.1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-2008 Regular Season,01/18/2008,Jason Richardson,SG,Charlotte,New Orleans,R,27.9,5,17,0,4,2,2,0,0,0,3,1,0,1,0,12
2007-2008 Regular Season,01/18/2008,Gerald Wallace,SF,Charlotte,New Orleans,R,31.8,5,13,2,6,0,0,0,3,3,3,3,0,3,0,12
