DATA SET,DATE,PLAYER FULL NAME,POSITION,OWN TEAM,OPP TEAM,VENUE (R/H),MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS
2007-2008 Regular Season,01/15/2008,Brian Skinner,PF,Phoenix,LA Clippers,R,14.9,0,2,0,0,0,0,0,1,1,0,2,0,0,0,0
2007-2008 Regular Season,01/15/2008,Marcus Banks,PG,Phoenix,LA Clippers,R,7.3,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2
2007-2008 Regular Season,01/15/2008,Corey Maggette,SF,LA Clippers,Phoenix,H,37.2,7,13,0,1,7,9,1,4,5,1,2,0,5,0,21
2007-2008 Regular Season,01/15/2008,Tim Thomas,SF,LA Clippers,Phoenix,H,39.0,5,9,0,2,1,1,0,3,3,5,4,2,2,1,11
2007-2008 Regular Season,01/15/2008,Chris Kaman,C,LA Clippers,Phoenix,H,39.2,3,14,0,0,3,4,5,13,18,0,2,0,3,2,9
2007-2008 Regular Season,01/15/2008,Quinton Ross,SG,LA Clippers,Phoenix,H,22.6,0,4,0,0,0,0,0,3,3,2,2,0,0,1,0
2007-2008 Regular Season,01/15/2008,Sam Cassell,PG,LA Clippers,Phoenix,H,31.5,15,21,0,1,2,2,1,5,6,7,3,1,4,0,32
2007-2008 Regular Season,01/15/2008,Cuttino Mobley,SG,LA Clippers,Phoenix,H,26.0,6,12,0,2,0,0,1,3,4,2,3,0,1,1,12
2007-2008 Regular Season,01/15/2008,Josh Powell,PF,LA Clippers,Phoenix,H,12.0,2,2,0,0,0,0,1,2,3,0,1,0,1,0,4
2007-2008 Regular Season,01/15/2008,Brevin Knight,PG,LA Clippers,Phoenix,H,16.2,1,2,0,0,0,0,0,3,3,6,1,0,2,0,2
2007-2008 Regular Season,01/15/2008,Al Thornton,PF,LA Clippers,Phoenix,H,10.9,3,3,0,0,0,0,1,0,1,2,0,0,1,1,6
2007-2008 Regular Season,01/15/2008,Guillermo Diaz,SG,LA Clippers,Phoenix,H,5.4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2007-2008 Regular Season,01/16/2008,Francisco Garcia,SF,Sacramento,Toronto,R,29.6,4,9,2,5,0,0,1,2,3,1,1,1,3,0,10
2007-2008 Regular Season,01/16/2008,Mikki Moore,C,Sacramento,Toronto,R,30.4,1,3,0,0,0,0,0,2,2,0,3,2,0,0,2
2007-2008 Regular Season,01/16/2008,Brad Miller,C,Sacramento,Toronto,R,35.0,5,7,1,1,5,6,2,5,7,4,4,0,3,2,16
2007-2008 Regular Season,01/16/2008,John Salmons,PG,Sacramento,Toronto,R,29.5,4,7,1,1,0,0,0,2,2,2,1,2,3,1,9
2007-2008 Regular Season,01/16/2008,Beno Udrih,PG,Sacramento,Toronto,R,18.2,1,5,1,3,0,0,0,2,2,7,2,2,3,0,3
2007-2008 Regular Season,01/16/2008,Kevin Martin,PG,Sacramento,Toronto,R,29.5,8,15,2,5,4,5,0,4,4,1,1,2,3,0,22
2007-2008 Regular Season,01/16/2008,Mike Bibby,PG,Sacramento,Toronto,R,28.9,7,12,4,7,1,2,2,4,6,0,1,0,4,0,19
2007-2008 Regular Season,01/16/2008,Metta World Peace,SF,Sacramento,Toronto,R,29.4,2,10,0,3,0,0,0,2,2,4,4,1,1,1,4
2007-2008 Regular Season,01/16/2008,Quincy Douby,PG,Sacramento,Toronto,R,5.5,2,4,1,2,0,0,0,0,0,0,0,0,0,0,5
2007-2008 Regular Season,01/16/2008,Spencer Hawes,C,Sacramento,Toronto,R,2.9,0,0,0,0,1,2,1,0,1,0,0,0,0,0,1
2007-2008 Regular Season,01/16/2008,Justin Williams,C,Sacramento,Toronto,R,1.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-2008 Regular Season,01/16/2008,Jamario Moon,SF,Toronto,Sacramento,H,20.7,2,5,0,1,0,0,2,5,7,3,5,1,2,0,4
2007-2008 Regular Season,01/16/2008,Chris Bosh,C,Toronto,Sacramento,H,41.8,11,12,0,0,9,10,3,6,9,2,5,3,2,0,31
2007-2008 Regular Season,01/16/2008,Andrea Bargnani,PF,Toronto,Sacramento,H,25.9,3,13,0,4,1,2,0,6,6,0,2,0,1,0,7
2007-2008 Regular Season,01/16/2008,Anthony Parker,SG,Toronto,Sacramento,H,29.4,5,10,1,3,1,1,0,1,1,5,0,3,4,0,12
2007-2008 Regular Season,01/16/2008,Jose Calderon,SG,Toronto,Sacramento,H,40.9,7,11,3,5,0,0,0,3,3,14,1,3,3,0,17
2007-2008 Regular Season,01/16/2008,Carlos Delfino,SG,Toronto,Sacramento,H,33.2,8,11,5,7,5,5,3,4,7,6,2,4,1,0,26
2007-2008 Regular Season,01/16/2008,Kris Humphries,PF,Toronto,Sacramento,H,20.7,4,8,0,0,3,4,2,3,5,1,2,1,1,1,11
2007-2008 Regular Season,01/16/2008,Jason Kapono,SF,Toronto,Sacramento,H,17.1,3,9,2,3,0,0,0,1,1,1,0,1,0,0,8
2007-2008 Regular Season,01/16/2008,Juan Dixon,PG,Toronto,Sacramento,H,7.1,0,2,0,1,0,0,2,1,3,2,0,0,0,0,0
2007-2008 Regular Season,01/16/2008,Joey Graham,SF,Toronto,Sacramento,H,1.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-2008 Regular Season,01/16/2008,Darrick Martin,PG,Toronto,Sacramento,H,1.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-2008 Regular Season,01/16/2008,Hedo Turkoglu,SF,Orlando,Charlotte,R,34.5,7,18,1,4,1,2,0,2,2,4,3,3,4,1,16
2007-2008 Regular Season,01/16/2008,Rashard Lewis,SF,Orlando,Charlotte,R,43.0,5,14,2,4,2,2,3,4,7,0,2,1,3,1,14
2007-2008 Regular Season,01/16/2008,Dwight Howard,PF,Orlando,Charlotte,R,42.0,8,15,0,0,8,13,6,15,21,1,2,4,2,1,24
2007-2008 Regular Season,01/16/2008,Maurice Evans,SG,Orlando,Charlotte,R,29.3,4,7,0,1,2,3,3,2,5,2,2,1,1,0,10
2007-2008 Regular Season,01/16/2008,Jameer Nelson,PG,Orlando,Charlotte,R,15.9,1,3,0,1,0,0,0,4,4,2,1,0,3,0,2
2007-2008 Regular Season,01/16/2008,Keith Bogans,SF,Orlando,Charlotte,R,24.8,3,6,1,3,0,0,0,2,2,1,3,0,1,1,7
2007-2008 Regular Season,01/16/2008,Carlos Arroyo,PG,Orlando,Charlotte,R,32.1,6,13,2,3,3,3,0,3,3,2,3,0,1,0,17
2007-2008 Regular Season,01/16/2008,Adonal Foyle,C,Orlando,Charlotte,R,6.0,0,1,0,0,0,0,2,2,4,0,2,0,1,0,0
2007-2008 Regular Season,01/16/2008,Keyon Dooling,PG,Orlando,Charlotte,R,12.4,1,4,0,1,1,1,0,0,0,0,1,0,2,0,3
2007-2008 Regular Season,01/16/2008,Jason Richardson,SG,Charlotte,Orlando,H,45.7,9,23,4,8,4,4,1,4,5,4,4,0,3,1,26
2007-2008 Regular Season,01/16/2008,Gerald Wallace,SF,Charlotte,Orlando,H,45.2,12,30,1,8,11,14,8,6,14,5,1,3,0,1,36
2007-2008 Regular Season,01/16/2008,Emeka Okafor,PF,Charlotte,Orlando,H,24.1,3,7,0,0,1,1,3,4,7,2,4,2,0,0,7
2007-2008 Regular Season,01/16/2008,Raymond Felton,PG,Charlotte,Orlando,H,42.0,2,6,0,1,3,3,0,2,2,4,3,0,4,0,7
2007-2008 Regular Season,01/16/2008,Jeff McInnis,PG,Charlotte,Orlando,H,22.5,1,3,0,0,0,0,0,2,2,5,0,0,1,0,2
2007-2008 Regular Season,01/16/2008,Nazr Mohammed,C,Charlotte,Orlando,H,23.9,3,9,0,0,2,2,1,5,6,2,4,1,1,0,8
2007-2008 Regular Season,01/16/2008,Matt Carroll,SG,Charlotte,Orlando,H,31.5,5,8,3,5,0,0,0,5,5,2,3,1,1,2,13
2007-2008 Regular Season,01/16/2008,Jared Dudley,PF,Charlotte,Orlando,H,5.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-2008 Regular Season,01/16/2008,Luol Deng,SF,Chicago,Miami,R,31.3,9,16,0,1,3,3,0,3,3,8,0,0,0,0,21
2007-2008 Regular Season,01/16/2008,Joe Smith,C,Chicago,Miami,R,26.9,9,10,0,0,5,5,1,4,5,1,2,1,0,0,23
2007-2008 Regular Season,01/16/2008,Ben Wallace,PF,Chicago,Miami,R,32.7,3,5,0,0,1,2,3,4,7,1,2,1,1,1,7
2007-2008 Regular Season,01/16/2008,Chris Duhon,PG,Chicago,Miami,R,29.6,1,7,1,4,0,0,0,0,0,7,3,2,0,0,3
2007-2008 Regular Season,01/16/2008,Thabo Sefolosha,SG,Chicago,Miami,R,26.8,6,9,0,0,5,5,0,6,6,2,4,2,1,0,17
2007-2008 Regular Season,01/16/2008,Ben Gordon,SG,Chicago,Miami,R,36.1,6,13,4,7,8,10,0,3,3,4,1,2,3,0,24
2007-2008 Regular Season,01/16/2008,Andres Nocioni,SF,Chicago,Miami,R,18.4,8,13,4,5,0,2,1,3,4,2,4,0,2,0,20
2007-2008 Regular Season,01/16/2008,Joakim Noah,C,Chicago,Miami,R,16.5,1,3,0,0,1,2,3,5,8,1,2,1,1,0,3
2007-2008 Regular Season,01/16/2008,Tyrus Thomas,PF,Chicago,Miami,R,7.4,0,2,0,0,0,0,1,0,1,1,0,1,1,0,0
2007-2008 Regular Season,01/16/2008,Aaron Gray,C,Chicago,Miami,R,6.4,1,1,0,0,0,0,0,0,0,1,2,0,0,0,2
2007-2008 Regular Season,01/16/2008,Adrian Griffin,SG,Chicago,Miami,R,4.5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4
2007-2008 Regular Season,01/16/2008,Viktor Khryapa,SF,Chicago,Miami,R,3.5,1,1,0,0,0,0,1,1,2,0,0,1,0,0,2
2007-2008 Regular Season,01/16/2008,Dorell Wright,SF,Miami,Chicago,H,26.1,2,8,0,0,0,0,2,2,4,1,1,1,0,1,4
2007-2008 Regular Season,01/16/2008,Udonis Haslem,PF,Miami,Chicago,H,38.2,7,9,0,0,1,2,6,6,12,3,3,0,0,0,15
2007-2008 Regular Season,01/16/2008,Shaquille O'Neal,C,Miami,Chicago,H,32.6,8,14,0,0,8,12,3,7,10,2,6,0,3,0,24
2007-2008 Regular Season,01/16/2008,Dwyane Wade,PG,Miami,Chicago,H,37.1,9,21,0,0,6,8,0,2,2,6,2,1,4,0,24
2007-2008 Regular Season,01/16/2008,Jason Williams,PG,Miami,Chicago,H,35.9,5,9,3,7,4,4,0,3,3,5,0,2,2,0,17
2007-2008 Regular Season,01/16/2008,Ricky Davis,SG,Miami,Chicago,H,26.7,2,6,1,3,0,0,0,0,0,0,5,0,3,0,5
2007-2008 Regular Season,01/16/2008,Mark Blount,C,Miami,Chicago,H,16.9,0,2,0,0,0,0,1,0,1,0,2,0,1,0,0
2007-2008 Regular Season,01/16/2008,Daequan Cook,SG,Miami,Chicago,H,14.5,2,7,0,3,1,1,0,3,3,1,2,0,1,1,5
2007-2008 Regular Season,01/16/2008,Chris Quinn,PG,Miami,Chicago,H,6.0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
2007-2008 Regular Season,01/16/2008,Alexander Johnson,PF,Miami,Chicago,H,6.0,1,1,0,0,0,0,0,3,3,0,0,0,3,0,2
2007-2008 Regular Season,01/16/2008,Stephen Jackson,SF,Golden State,Indiana,R,40.5,6,19,1,8,4,4,1,2,3,8,3,4,4,0,17
2007-2008 Regular Season,01/16/2008,Al Harrington,PF,Golden State,Indiana,R,29.5,7,17,5,11,3,4,2,4,6,0,2,1,0,0,22
2007-2008 Regular Season,01/16/2008,Matt Barnes,SF,Golden State,Indiana,R,34.6,8,15,2,5,0,0,2,7,9,6,5,1,1,0,18
2007-2008 Regular Season,01/16/2008,Baron Davis,PG,Golden State,Indiana,R,38.2,7,16,1,5,9,11,0,6,6,7,6,7,0,2,24
2007-2008 Regular Season,01/16/2008,Monta Ellis,SG,Golden State,Indiana,R,37.8,3,8,0,0,5,6,2,1,3,4,3,2,3,0,11
2007-2008 Regular Season,01/16/2008,Austin Croshere,PF,Golden State,Indiana,R,4.8,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1
2007-2008 Regular Season,01/16/2008,Mickael Pietrus,PG,Golden State,Indiana,R,11.7,1,4,1,4,0,0,0,1,1,0,3,0,2,1,3
2007-2008 Regular Season,01/16/2008,Andris Biedrins,C,Golden State,Indiana,R,20.4,4,6,0,0,5,8,3,1,4,0,5,1,1,0,13
2007-2008 Regular Season,01/16/2008,Kelenna Azubuike,SG,Golden State,Indiana,R,11.7,3,4,1,1,0,1,0,2,2,1,3,1,0,1,7
2007-2008 Regular Season,01/16/2008,CJ Watson,PG,Golden State,Indiana,R,10.9,0,0,0,0,1,2,0,1,1,2,1,1,0,0,1
2007-2008 Regular Season,01/16/2008,Mike Dunleavy,SF,Indiana,Golden State,H,44.2,6,14,1,6,11,11,0,9,9,2,4,0,4,0,24
2007-2008 Regular Season,01/16/2008,Danny Granger,SF,Indiana,Golden State,H,40.5,7,15,3,6,12,12,1,8,9,2,3,0,4,2,29
2007-2008 Regular Season,01/16/2008,Jermaine O'Neal,C,Indiana,Golden State,H,9.0,0,1,0,0,0,0,1,3,4,0,2,0,4,0,0
2007-2008 Regular Season,01/16/2008,Kareem Rush,PG,Indiana,Golden State,H,28.0,7,11,5,7,0,0,1,2,3,0,3,2,3,0,19
2007-2008 Regular Season,01/16/2008,Andre Owens,PG,Indiana,Golden State,H,14.9,1,2,1,1,0,0,0,5,5,4,2,1,3,0,3
2007-2008 Regular Season,01/16/2008,Travis Diener,PG,Indiana,Golden State,H,32.4,2,12,1,5,6,6,0,2,2,6,3,0,4,0,11
2007-2008 Regular Season,01/16/2008,Marquis Daniels,SG,Indiana,Golden State,H,20.7,3,7,0,1,0,0,1,2,3,1,1,0,0,0,6
2007-2008 Regular Season,01/16/2008,Shawne Williams,SG,Indiana,Golden State,H,11.4,4,11,1,2,2,2,3,0,3,0,2,0,1,0,11
2007-2008 Regular Season,01/16/2008,Troy Murphy,PF,Indiana,Golden State,H,17.8,6,7,1,2,3,5,2,3,5,3,3,1,1,0,16
2007-2008 Regular Season,01/16/2008,Jeff Foster,C,Indiana,Golden State,H,21.1,2,2,0,0,2,2,4,8,12,4,4,1,0,0,6
2007-2008 Regular Season,01/16/2008,Martell Webster,SF,Portland,Boston,R,23.1,2,4,2,4,0,0,0,2,2,1,4,1,1,0,6
2007-2008 Regular Season,01/16/2008,LaMarcus Aldridge,C,Portland,Boston,R,27.5,7,12,0,0,2,4,1,5,6,0,6,0,4,2,16
2007-2008 Regular Season,01/16/2008,Joel Przybilla,C,Portland,Boston,R,24.5,1,4,0,0,1,4,1,8,9,0,4,0,2,0,3
2007-2008 Regular Season,01/16/2008,Brandon Roy,SG,Portland,Boston,R,40.5,7,16,1,3,7,8,0,2,2,6,2,0,4,0,22
2007-2008 Regular Season,01/16/2008,Steve Blake,PG,Portland,Boston,R,22.7,2,6,1,3,0,0,0,1,1,4,1,1,0,0,5
2007-2008 Regular Season,01/16/2008,Channing Frye,C,Portland,Boston,R,11.6,0,4,0,0,0,0,1,4,5,0,4,0,0,0,0
2007-2008 Regular Season,01/16/2008,Jarrett Jack,SG,Portland,Boston,R,27.6,6,12,2,5,3,4,0,2,2,5,1,0,2,0,17
2007-2008 Regular Season,01/16/2008,Travis Outlaw,PF,Portland,Boston,R,31.2,6,8,2,2,3,3,3,4,7,3,2,0,5,1,17
2007-2008 Regular Season,01/16/2008,Sergio Rodriguez,PG,Portland,Boston,R,5.3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
2007-2008 Regular Season,01/16/2008,James Jones,SF,Portland,Boston,R,25.4,1,2,1,2,1,1,0,4,4,0,3,0,0,1,4
2007-2008 Regular Season,01/16/2008,Raef LaFrentz,C,Portland,Boston,R,0.8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2007-2008 Regular Season,01/16/2008,Paul Pierce,SF,Boston,Portland,H,35.1,3,11,0,3,6,11,2,6,8,5,2,0,1,0,12
2007-2008 Regular Season,01/16/2008,Kevin Garnett,PF,Boston,Portland,H,37.4,9,17,0,0,8,9,4,3,7,3,3,1,1,0,26
2007-2008 Regular Season,01/16/2008,Kendrick Perkins,C,Boston,Portland,H,24.6,1,4,0,0,1,4,3,4,7,0,3,0,2,3,3
2007-2008 Regular Season,01/16/2008,Ray Allen,SG,Boston,Portland,H,42.4,12,20,4,10,7,8,1,2,3,3,5,1,0,0,35
2007-2008 Regular Season,01/16/2008,Eddie House,PG,Boston,Portland,H,33.8,4,8,2,6,0,0,0,4,4,5,1,1,2,1,10
2007-2008 Regular Season,01/16/2008,James Posey,SF,Boston,Portland,H,26.4,1,5,0,2,2,4,0,4,4,0,4,0,0,0,4
2007-2008 Regular Season,01/16/2008,Tony Allen,SG,Boston,Portland,H,15.6,2,4,1,2,0,0,1,1,2,1,2,1,0,0,5
2007-2008 Regular Season,01/16/2008,Glen Davis,C,Boston,Portland,H,12.8,1,3,0,0,1,2,2,2,4,2,2,0,2,0,3
2007-2008 Regular Season,01/16/2008,Gabe Pruitt,PG,Boston,Portland,H,12.0,1,6,0,3,0,0,0,2,2,1,2,1,0,0,2
2007-2008 Regular Season,01/16/2008,Quentin Richardson,SG,New York,New Jersey,R,34.2,3,7,0,1,1,2,0,3,3,4,4,0,1,0,7
2007-2008 Regular Season,01/16/2008,Zach Randolph,PF,New York,New Jersey,R,36.9,8,15,0,0,8,8,2,9,11,4,5,0,2,1,24
2007-2008 Regular Season,01/16/2008,Eddy Curry,C,New York,New Jersey,R,30.5,6,8,0,0,5,7,3,2,5,1,4,0,5,0,17
2007-2008 Regular Season,01/16/2008,Fred Jones,SG,New York,New Jersey,R,23.6,1,2,1,2,2,2,0,3,3,1,5,0,1,0,5
2007-2008 Regular Season,01/16/2008,Jamal Crawford,PG,New York,New Jersey,R,45.2,11,20,6,10,7,8,0,1,1,8,4,2,1,0,35
2007-2008 Regular Season,01/16/2008,David Lee,SF,New York,New Jersey,R,20.0,2,4,0,0,2,2,3,4,7,1,3,0,3,0,6
2007-2008 Regular Season,01/16/2008,Malik Rose,PF,New York,New Jersey,R,5.7,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0
2007-2008 Regular Season,01/16/2008,Jared Jeffries,SF,New York,New Jersey,R,7.5,0,0,0,0,2,2,1,0,1,1,2,0,1,0,2
2007-2008 Regular Season,01/16/2008,Nate Robinson,PG,New York,New Jersey,R,25.2,4,14,2,7,3,4,1,3,4,4,2,2,1,0,13
2007-2008 Regular Season,01/16/2008,Renaldo Balkman,SF,New York,New Jersey,R,11.3,1,2,0,0,0,0,1,1,2,0,3,0,1,0,2
2007-2008 Regular Season,01/16/2008,Richard Jefferson,SF,New Jersey,New York,H,39.2,7,17,2,3,6,10,2,4,6,0,6,0,4,0,22
2007-2008 Regular Season,01/16/2008,Sean Williams,C,New Jersey,New York,H,20.9,7,10,0,0,2,4,4,1,5,0,5,0,1,1,16
2007-2008 Regular Season,01/16/2008,Josh Boone,PF,New Jersey,New York,H,38.4,7,11,0,0,4,6,6,6,12,0,1,1,2,0,18
2007-2008 Regular Season,01/16/2008,Vince Carter,SF,New Jersey,New York,H,41.5,10,21,2,4,4,5,2,6,8,7,3,2,3,0,26
2007-2008 Regular Season,01/16/2008,Jason Kidd,PG,New Jersey,New York,H,38.5,4,9,2,5,0,0,1,1,2,17,4,1,4,0,10
2007-2008 Regular Season,01/16/2008,Jason Collins,C,New Jersey,New York,H,15.1,0,0,0,0,2,2,0,1,1,0,4,0,1,1,2
2007-2008 Regular Season,01/16/2008,Malik Allen,PF,New Jersey,New York,H,10.7,1,3,0,0,0,0,0,0,0,0,4,0,0,0,2
2007-2008 Regular Season,01/16/2008,Bostjan Nachbar,SF,New Jersey,New York,H,20.5,3,9,1,3,2,4,3,4,7,2,2,0,1,0,9
2007-2008 Regular Season,01/16/2008,Darrell Armstrong,PG,New Jersey,New York,H,9.6,0,3,0,3,0,0,1,0,1,2,0,1,0,0,0
2007-2008 Regular Season,01/16/2008,Jamaal Magloire,C,New Jersey,New York,H,5.4,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
2007-2008 Regular Season,01/16/2008,Marvin Williams,PF,Atlanta,Milwaukee,R,39.1,6,13,0,0,10,11,1,5,6,3,2,2,2,1,22
2007-2008 Regular Season,01/16/2008,Josh Smith,SF,Atlanta,Milwaukee,R,39.2,7,20,0,2,5,7,4,5,9,1,2,0,2,7,19
2007-2008 Regular Season,01/16/2008,Al Horford,C,Atlanta,Milwaukee,R,30.5,2,7,0,0,2,2,2,5,7,2,5,0,2,2,6
2007-2008 Regular Season,01/16/2008,Joe Johnson,SG,Atlanta,Milwaukee,R,38.9,4,16,1,5,3,4,0,7,7,1,3,2,2,0,12
2007-2008 Regular Season,01/16/2008,Anthony Johnson,PG,Atlanta,Milwaukee,R,26.6,3,6,1,1,0,0,1,3,4,7,2,0,1,1,7
2007-2008 Regular Season,01/16/2008,Josh Childress,SG,Atlanta,Milwaukee,R,21.5,1,3,0,0,4,6,2,2,4,0,2,2,0,1,6
2007-2008 Regular Season,01/16/2008,Lorenzen Wright,C,Atlanta,Milwaukee,R,12.5,0,0,0,0,0,0,0,1,1,1,3,1,0,0,0
2007-2008 Regular Season,01/16/2008,Acie Law,PG,Atlanta,Milwaukee,R,12.1,2,4,0,1,0,0,0,1,1,1,0,1,2,0,4
2007-2008 Regular Season,01/16/2008,Tyronn Lue,PG,Atlanta,Milwaukee,R,14.8,2,5,0,3,0,0,0,1,1,2,0,0,2,0,4
2007-2008 Regular Season,01/16/2008,Shelden Williams,PF,Atlanta,Milwaukee,R,4.4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2007-2008 Regular Season,01/16/2008,Solomon Jones,PF,Atlanta,Milwaukee,R,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-2008 Regular Season,01/16/2008,Bobby Simmons,SF,Milwaukee,Atlanta,H,24.3,3,8,3,5,0,0,0,5,5,5,3,0,1,0,9
2007-2008 Regular Season,01/16/2008,Yi Jianlian,PF,Milwaukee,Atlanta,H,28.8,5,16,0,1,6,6,5,4,9,0,3,0,0,2,16
2007-2008 Regular Season,01/16/2008,Andrew Bogut,PF,Milwaukee,Atlanta,H,39.6,8,14,0,0,5,8,4,6,10,2,0,0,1,4,21
2007-2008 Regular Season,01/16/2008,Michael Redd,SG,Milwaukee,Atlanta,H,43.4,6,15,1,6,4,4,0,4,4,2,3,1,0,1,17
2007-2008 Regular Season,01/16/2008,Royal Ivey,PG,Milwaukee,Atlanta,H,36.8,4,13,0,1,1,4,4,4,8,6,4,0,5,0,9
2007-2008 Regular Season,01/16/2008,Charlie Bell,SG,Milwaukee,Atlanta,H,25.7,1,5,1,2,0,0,1,3,4,4,3,0,0,0,3
2007-2008 Regular Season,01/16/2008,Charlie Villanueva,PF,Milwaukee,Atlanta,H,27.4,5,13,0,3,0,1,3,6,9,1,1,1,2,0,10
2007-2008 Regular Season,01/16/2008,Awvee Storey,SG,Milwaukee,Atlanta,H,5.7,0,1,0,0,0,0,1,0,1,3,3,0,0,0,0
2007-2008 Regular Season,01/16/2008,Dan Gadzuric,C,Milwaukee,Atlanta,H,5.3,1,2,0,0,0,0,0,2,2,0,2,1,1,0,2
2007-2008 Regular Season,01/16/2008,Jake Voskuhl,C,Milwaukee,Atlanta,H,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-2008 Regular Season,01/16/2008,Jeff Green,SF,Seattle,New Orleans,R,27.9,4,13,0,0,1,1,1,1,2,0,2,1,2,0,9
2007-2008 Regular Season,01/16/2008,Nick Collison,C,Seattle,New Orleans,R,22.4,1,5,0,0,0,0,1,4,5,2,2,0,0,0,2
2007-2008 Regular Season,01/16/2008,Kurt Thomas,PF,Seattle,New Orleans,R,22.5,5,8,0,0,2,2,1,4,5,1,3,2,0,2,12
2007-2008 Regular Season,01/16/2008,Kevin Durant,SG,Seattle,New Orleans,R,29.5,9,15,1,2,1,1,1,6,7,6,0,1,4,0,20
2007-2008 Regular Season,01/16/2008,Earl Watson,PG,Seattle,New Orleans,R,24.4,6,9,2,2,3,3,1,2,3,11,2,0,2,0,17
2007-2008 Regular Season,01/16/2008,Chris Wilcox,PF,Seattle,New Orleans,R,18.5,3,8,0,0,2,3,0,4,4,0,2,0,1,0,8
2007-2008 Regular Season,01/16/2008,Luke Ridnour,PG,Seattle,New Orleans,R,23.6,0,3,0,1,3,4,0,3,3,2,1,0,2,0,3
2007-2008 Regular Season,01/16/2008,Johan Petro,C,Seattle,New Orleans,R,20.6,2,7,0,0,0,0,3,4,7,0,3,0,1,1,4
2007-2008 Regular Season,01/16/2008,Wally Szczerbiak,SF,Seattle,New Orleans,R,23.3,6,12,2,4,0,0,0,3,3,2,1,0,1,0,14
2007-2008 Regular Season,01/16/2008,Damien Wilkins,SF,Seattle,New Orleans,R,21.4,0,4,0,1,0,0,0,2,2,5,2,2,1,1,0
2007-2008 Regular Season,01/16/2008,Mickael Gelabale,SF,Seattle,New Orleans,R,5.9,1,2,1,1,0,0,0,0,0,0,0,0,1,0,3
2007-2008 Regular Season,01/16/2008,Peja Stojakovic,SF,New Orleans,Seattle,H,30.0,6,11,4,6,7,7,1,3,4,1,1,0,1,0,23
2007-2008 Regular Season,01/16/2008,David West,PF,New Orleans,Seattle,H,25.9,8,17,0,0,3,4,3,8,11,3,4,0,0,0,19
2007-2008 Regular Season,01/16/2008,Tyson Chandler,C,New Orleans,Seattle,H,36.6,7,9,0,0,0,4,5,16,21,1,0,2,1,1,14
2007-2008 Regular Season,01/16/2008,Morris Peterson,SG,New Orleans,Seattle,H,20.6,1,9,1,5,0,0,0,1,1,1,1,0,0,0,3
2007-2008 Regular Season,01/16/2008,Chris Paul,PG,New Orleans,Seattle,H,30.0,6,13,0,2,0,0,1,2,3,11,1,1,4,0,12
2007-2008 Regular Season,01/16/2008,Melvin Ely,C,New Orleans,Seattle,H,23.9,4,9,0,0,0,1,1,2,3,1,1,0,1,2,8
2007-2008 Regular Season,01/16/2008,Bobby Jackson,PG,New Orleans,Seattle,H,19.6,5,9,3,4,0,0,0,1,1,6,0,0,0,0,13
2007-2008 Regular Season,01/16/2008,Ryan Bowen,SF,New Orleans,Seattle,H,13.0,1,1,0,0,0,0,2,0,2,2,0,0,0,0,2
2007-2008 Regular Season,01/16/2008,Jannero Pargo,PG,New Orleans,Seattle,H,18.1,7,9,3,3,1,1,0,1,1,4,2,2,3,1,18
2007-2008 Regular Season,01/16/2008,Hilton Armstrong,C,New Orleans,Seattle,H,8.8,0,0,0,0,0,0,0,2,2,1,0,1,1,2,0
2007-2008 Regular Season,01/16/2008,Rasual Butler,SG,New Orleans,Seattle,H,7.9,2,4,0,0,4,4,0,4,4,1,2,1,1,0,8
2007-2008 Regular Season,01/16/2008,Marcus Vinicius,SF,New Orleans,Seattle,H,5.9,1,2,1,2,0,0,0,0,0,0,1,0,0,0,3
2007-2008 Regular Season,01/17/2008,LeBron James,SG,Cleveland,San Antonio,R,38.9,9,24,1,5,8,12,3,6,9,7,1,0,3,2,27
2007-2008 Regular Season,01/17/2008,Drew Gooden,PF,Cleveland,San Antonio,R,23.7,2,7,0,0,0,0,3,2,5,1,3,1,2,0,4
2007-2008 Regular Season,01/17/2008,Zydrunas Ilgauskas,C,Cleveland,San Antonio,R,32.9,7,11,0,0,3,5,2,4,6,1,3,0,2,2,17
2007-2008 Regular Season,01/17/2008,Sasha Pavlovic,SF,Cleveland,San Antonio,R,18.9,1,4,0,2,2,2,1,3,4,0,1,1,0,0,4
